id,body,created_at,entities,likes
278770430,$TSLA this stock could hit 500$ and i wouldnâ€™t touch it! I bought options at 300$ and thought this was way over extended but.... once these rookie traders w/ lack of fundamentals have the floor collapse under them they will understand valuation and hype... and unfortunately at the cost of their own ignorance,1/27/2021,Bearish,3
278767505,$TSLA  wait they only made net profit of 240 million . Thatâ€™s pathetic gm makes billions per quarter .,1/27/2021,Bearish,4
,,,,
278067999,"$BLSP Lot going on over here at BLSP with a huge following for an OTC, Clean Energy talks, and the completion of a new Plant in the Netherlands. I encourage everyone who isn&#39;t in to throw some money at it. Any day now will be the last time this stock is ever at 2 cents per share. Lets go Team BLSP!! $TSLA $NIO $NKLA",1/26/2021,Bullish,14
278067275,"$TSNP The day to day doesn&#39;t matter! know what you own here... This highly skilled unique team will bring this product to full launch..2021 Will be a fun ride!! JMHO
Check out $ABML if You&#39;re looking for another great long-term hold in the EV ðŸ”‹â™»ï¸ðŸ‡ºðŸ‡² business.  Former $TSLA  engineers developed a revolutionary technology!  GLA",1/26/2021,Bullish,12
278056514,"$BMIX Letâ€™s recap what we have here! 
â€”2614.29% Gain in 5 Days 
- 32.56% Gain Today 
- (2) Permits for lithium dig in Brazil Jan. 4 2021 
-Analysts predict shortage in lithium for electric vehicles by 2025 
-Jan 25, 2021 Biden announced all government fleet going to electric vehicles which will cause more of a shortage of lithium 
-Elon Musk talked about a factory in Brazil so he can obtain own lithium For $TSLA vehicles. 
-Stock has been trending top 10 stocks and top penny stocks! 
-Analysts say this is a BUY BUY BUY!  
 
Sources available!",1/26/2021,Bullish,21
278046506,$AMD Big upgrades coming tomorrow great earnings and guidance $MSFT $AAPL $NVDA $TSLA we need your help to kill shorts tomorrow.,1/26/2021,Bullish,14
277989853,$GME if you love Elon so much help $TSLA ready 2k this week Iâ€™m riding itðŸ˜‚ and $CTRM too,1/26/2021,Bullish,7
277949429,$TSLA tomorrow AH it will do -35% and double that after margin call collektions on Thursday. Cause all the suckers are long with margin money. And the stock price would STILL be totally overvalued :),1/26/2021,Bearish,2
277878343,$SPY it only takes $TSLA to miss estimates for a nasty waterfall in all those EVs stocks that have been pumped to heaven and beyond,1/26/2021,Bearish,3
277864475,"$TSLA  no concern relating Share price ? 

Big Short&#39; investor Michael Burry predicts Tesla stock will collapse like the housing bubble: &#39;Enjoy it while it lasts&#39;

https://www.businessinsider.com/big-short-michael-burry-predicts-tesla-stock-price-housing-bubble-2021-1",1/26/2021,Bearish,2
277953294,$TSLA gonna be biggest rug pull in history tomorrow AH,1/26/2021,Bearish,5
277684528,$TSLA was wrong about  last weeks drop but just look at the put option premiums for the summer,1/26/2021,Bearish,2
,,,,
277458728,$TSLA today we couldnt break 900 because of SPY flash crash.  But we recovered tremendously.  Tomorrow we mooning to $950!,1/25/2021,Bullish,6
277458111,"$NMGRF I have 226,000 shares of NMGRF. Initial buy at 49 cents USD and averaged up to 86 cents USD as I keep buying. This is an easy $2-$3 on mining approval news, then $3-$4 on Nasdaq listing then $5-$6 on EV partnership with someone like Tesla/GM/Ford not to mention hundreds of specialty companies. 

No crystal ball, however it is conservative to say buying now is a 3x by early 2022. They have an excellent team, which will execute their plans well. The wildcard of Tesla (which NMGRF has an NDA signed with $TSLA) could propel this stock to $10+ once announced.",1/25/2021,Bullish,13
277456329,"$CCIV Davos in the Desert starts tomorrow and runs thru the 28th. Did everybody forget about this?.
 It&#39;s exactly why we didn&#39;t get an announcement today. Its precisely why they flushed out stops all the way to 18. Large block orders have been pouring in for a week.
 The potential $TSLA killer will begin a new era for the Kingdom. Oil is falling out of favor. They know it.

I know what I own, do you??",1/25/2021,Bullish,10
277455621,$TSLA touch 1200$ tomorrow ðŸ¤‘ðŸ’¸ðŸ’¸,1/25/2021,Bullish,9
277453868,"$FSR is the only EV play that hasnâ€™t taken off to the mewn yet.  Been consolidating for a long time..  Ready for blastoff tomorrow... Mewn soon! 
FSRðŸ”œðŸš€ðŸŒ 

 $CCIV $TSLA $SOLO",1/25/2021,Bullish,10
277447067,$TSLA 650 after ER donâ€™t buy now for long term way to overvalued,1/25/2021,Bearish,4
277444917,$TSLA $500 after er would be nice,1/25/2021,Bearish,2
277441732,$TSLA  This stock will fall in time. Only so many articles and news can keep propping this up. Added to my puts,1/25/2021,Bearish,3
277424446,$TSLA way too many bulls here. Bad sign for er,1/25/2021,Bearish,3
277413580,$TSLA missed the part where Biden mentioned Tesla...EV fleet will be GM + others...maybe a few Tesla&#39;s sprinkled in,1/25/2021,Bearish,4
,,,,
276901798,"$TSLA Advice from a millionaire. Forget about all the fundamentals and focus on the next big disruption. Apple, Amazon, Facebook, Netflix, and now Tesla.",1/24/2021,Bullish,7
276901754,$PLTR my account is getting fat from $TSLA  $BIDU and $PLTR. ðŸ’µðŸ’µðŸ’µðŸ’µðŸ’µðŸ˜ˆðŸ˜ˆ,1/24/2021,Bullish,8
276900307,$AAPL $SPY $MSFT $TSLA FUTURES RIPPIN!!,1/24/2021,Bullish,13
276897461,"$COWI Iâ€™m very bullish on this. Like VERY!!! $OZSC $TSLA $ZOM $BLSP 

https://youtu.be/EsNeuWyWI30",1/24/2021,Bullish,15
276886293,"$TSLA $AAPL $FB Canâ€™t wait to see my gains on Wednesday AH, because of these incredible companies! ðŸ˜Ž ðŸ’ªðŸ¼!",1/24/2021,Bullish,16
276847956,$TSLA probably have more to lose than gain at this point . still will probably run up into earnings then pull back significantly shortly after earnings .,1/24/2021,Bearish,2
276841103,"$CCIV the dumb Lucid bull brain:
â€œLucid will be $100bil value because Tesla was. I donâ€™t care about financial or sales!â€
how many Lucid sales in 2021 and 2022??
$TSLA",1/24/2021,Bearish,1
276828125,"$TSLA When Steve Jobs died, Apple was already a worldwide operational company for many years with a stock price proportionate to its value.  It wasn&#39;t just starting out and starting to grow and take off.  TLSA compared to APPL is like comparing an apple (no pun) to an orange.  Two very different companies at direction points in time with their evolution.  I really don&#39;t think you can use that argument.",1/24/2021,Bearish,2
276827200,"$TSLA  The one thing that nobody thinks about is if MUSK dies or something happens to him.  That&#39;s like a meteor coming to earth.  There are other things that could scare an investor but that is by far a doomsday situation.  It seems that the cult thinks they&#39;re unstoppable...Hitler and Mussolini felt that way too...and you know what happened to them.  Just singling out that when something is too out of control it sometime fails.  In 1943 &amp; 1994 The Germans, Italians and Japanese all thought they were taking over the world...by the middle of 1945 they were lucky to be alive...too much unrealistic optimism is not good and that&#39;s what I see here...just stating history with a not so applicable correlation but a correlation regardless. Time to calm down....",1/24/2021,Bearish,2
276803440,"$TSLA what&#39;s the projected ROI if this goes to 1200 this year? Less than what you could make in new tech stocks. ðŸ¤·ðŸ½â€â™‚ï¸

VW and Toyota at least pay dividends and are not constantly threatened by collapsing market cap.",1/24/2021,Bearish,4
,,,,
276703014,$FCEL $GEVO $PLUG $TSLA $NIO THESE COMPANIES DESERVE 100 LIKES! GET THIS MESSAGE TO 100 LIKES IF YOURE IN THESE COMPANIES,1/23/2021,Bullish,41
276751568,"$GEVO printing well for me ðŸ’°ðŸ’°ðŸ’° Still holding 50k @ $0.97 average and aiming much higher. Started investing in another green company. $VMAR Battery powered boats (like $TSLA on water ðŸ’¸ðŸ’¸ðŸ’¸ just getting started, recent IPO). Micro float. Any news should make it go up. I started an initial position. Will add as needed. Needs some patience.",1/23/2021,Bullish,27
276747545,$TSLA imagine being a ðŸ» and instead of making 700% you lost money over the last year.,1/23/2021,Bullish,12
276742326,$TSLA look at $CETX  for huge profit - they will release smartdesk ! Big upside to 10$ - go usa,1/23/2021,Bullish,6
276740630,"$NGA Couldn&#39;t believe what happened this week to $NGA but just compared it with $TSLA , SP dropped 61 % from a high of $ 183 on 2/19/2020 to a low of $ 72 on 3/18/2020, how much is it now? You just need to have a little bit patienceâ€¦ this is a solid company and all shorts will be burnedâ€¦",1/23/2021,Bullish,4
276739679,$AAPL $AMZN $TSLA $QQQ $SPY  The stock market is at or near the most-expensive levels ever by most measures.,1/23/2021,Bearish,13
276723507,$TSLA I would give my left nut to see Tesla trade back at 200$! All the tards holding â€œlong termâ€ will soon see that their early investment was actually very late  and they should have taken profits while they could when the stock was near 1000$!,1/23/2021,Bearish,5
276720017,"$TSLA when I go long a stock, I want a multi bagger.  Tesla at almost a trillion valuation fully diluted, this wonâ€™t ever be a double or triple bagger from this price, thatâ€™d make it larger than Apple and Amazon",1/23/2021,Bearish,4
276712589,"@aguaman @imingoldwithyou the analyst ratings are Wall Street tools to manipulate the market and make money! Watch â€œInside Jobâ€... when these analysts had to testify to court about the frauds they said â€œratings are our â€œopinionâ€â€... And everybody can express their opinion, even though it could be wrong and misleading... $TSLA #TeslaScam",1/23/2021,Bearish,1
276707210,"$TSLA Everything has been priced in, bet next week news will just bring it down.",1/23/2021,Bearish,5
,,,,
247294942,"$TSLA The swing of 426-432 a variation of $6.00 , perhaps good for Shorties/ Robinhooders to walk away with few dollars in their pocket... but for regular longs this is ...Pathetic...",9/30/2020,Bullish,2
247294800,$TSLA Took profits at 427 and waiting for this to possibly redip to buy back in. Was planning on holding for 450-500 but since they announced upcoming ER I didnt really want to take chances at this time and possibly use my capital for another play but I still will be watching this,9/30/2020,Bullish,3
247291186,$TSLA in at 430...diamond hands baby  ðŸ’Ž,9/30/2020,Bullish,5
247291005,$TSLA Iâ€™m fine with the small gains each day. Any real bull is. Only otm option gamblers get mad at a +2% day. This thing is about to break out of a massive wedge on the daily chart with Q3 delivery record but until then Iâ€™m fine with the small gains.,9/30/2020,Bullish,7
247288530,"Soon we will go much higher  
 
$AAPL $TSLA $SPY $AMD $BTC.X",9/30/2020,Bullish,10
247283906,$TSLA We expecting another dump just like battery day around this hype for something was less important?,9/30/2020,Bearish,1
247258560,$TSLA  traders getting swatted once again at 428 ðŸ’¢ðŸ—ž $SPY $NASDAQ $DJIA,9/30/2020,Bearish,3
247256502,$TSLA going lower,9/30/2020,Bearish,1
247248095,$NKLA  Fools pay top dollar for a concept .. $TSLA  has real products and a factory... $GM is bottom Feeding the EV space..,9/30/2020,Bearish,4
247244022,"$TSLA  i don&#39;t mind my paper loss on my long term PUT options cause i know this will eventually go to 300... I have a request to my best friend bull&#39;s... CAN YOU BRING THIS UP TO 500 again cause i like to double my short position... 

Bulls and Bear happy side by side, you profit going up I SHORT on the way down... ðŸ˜‚ðŸ˜‚ðŸ˜‚",9/30/2020,Bearish,2
,,,,
247113201,$TSLA I&#39;m crazy! But I have integrity! Don&#39;t post fake shit! Official PRs are what moon stocks.,9/29/2020,Bullish,5
247113066,$TSLA This probably will get resolved soon. Closely watching. Long on a daily close above 420 and stop below.,9/29/2020,Bullish,3
247112252,$TSLA Stupid as fake tweet.,9/29/2020,Bullish,4
247111797,$SPY Macd cross for many big ones on the daily chart. Bears getting exhausted with the sell off and running out of fuel. Soon soon to the moon!! $AAPL $AMZN $AMD $TSLA,9/29/2020,Bullish,8
247111795,$SHLL I donâ€™t know I have good feeling we will see a potential Hyliion-Walmart partnership once the merger is complete. What you think $TSLA   $DPHC  $WKHS bulls.,9/29/2020,Bullish,12
247109338,"i think folks are chasing $RESN because the word lithium is mentioned in the patent and folks are trying to tie it to $TSLA but they are so far off here, unrleted in any way!!!!",9/29/2020,Bearish,3
247097426,$TSLA Massive order of 130.... this people pump the fuck out of this.....,9/29/2020,Bearish,1
247093405,$TSLA sales numbers will be last disappointment on tesla investors. They will wake up and real sell off will start next monday.,9/29/2020,Bearish,1
247081557,$TSLA like if u want red tomorrow,9/29/2020,Bearish,10
247071636,$TSLA Sold my November calls and bought 10 of the $400 puts for 10/16/20. I am VERY bullish on tesla but i see much more downside potential in the short term. I&#39;ll load back up on shares with my profits from the puts.,9/29/2020,Bearish,3
247059660,$TSLA Today casino won! Bulls and bears lost!,9/29/2020,Bearish,2
,,,,
246842996,$TSLA $500 tomorrow! Shorts playing games! ðŸš€ðŸš€ðŸš€ðŸš€,9/28/2020,Bullish,10
246842711,$SPCE â€œUnparalleled growth potentialâ€ This is $TSLA 2.0.,9/28/2020,Bullish,8
246842684,$TSLA everytime Musk says &quot;the price is too high&quot; it goes up is what I meant to say,9/28/2020,Bullish,4
246842301,"$TSLA open at 435, run to 450",9/28/2020,Bullish,9
246841704,"$SPY $TSLA  Oh man, break the bank and go All In..

MUSK IPO SpaceX...",9/28/2020,Bullish,8
246841251,"$TSLA Why is this muthufuckers going up after a flop battery day.. why is there no sell the news? 
Who the fcuk is buying this crap at these ridiculous prices. I LOST SEVERAL MORE 1000 after losing 250K earlier this year.. i don&#39;t make a single $ on this POS. When I go long this fucker dumps on me and when I short it goes up.. 
.",9/28/2020,Bearish,2
246840393,"$NIO fanbois buy and wear NIO t-shirts complete with embroidered rocket emojisðŸš€ðŸš€ðŸš€ , what other EV companies have that? ðŸ¤·â€â™‚ï¸ not even $TSLA and they are a full blown cult.. ðŸ¤£ðŸ˜‚ðŸ¤£ $XPEV $KNDI $WKHS",9/28/2020,Bearish,4
246840370,"$TSLA â€œTesla will be higher in 5 yearsâ€. We basically are pricing this for 5 years later. Everything has to go right for Tesla for 5 year for this valuation to be justifiable. TIME TO SELLL.

SHORT POSITION!!! 200 shares. Leggoooo",9/28/2020,Bearish,2
246823729,$TSLA pennant in formation. $SPY $DJIA $NASDAQ,9/28/2020,Bearish,3
246814873,$TSLA This company is burning thru cash fast.,9/28/2020,Bearish,2
,,,,
246598520,$TSLA Strength in the overall market $SPY and 460 is pretty much confirmed,9/27/2020,Bullish,5
246597400,$TSLA $NIO $XPEV $LI Tesla boosting EV market in China https://www.reuters.com/article/us-autos-china-electric-startups-insight-idUSKCN26F3OF,9/27/2020,Bullish,5
246596889,$TSLA Elon is Saving the US 52 mil by reusing booaters.,9/27/2020,Bullish,4
246596021,$TSLA  Futures Ripping  20 point gap up tomorrow !!!!!,9/27/2020,Bullish,6
246595864,$SPAQ Cramer getting slapped aroundðŸš¨ðŸš¨ðŸš¨ðŸš¨ $FSR $TSLA $NIO $BLNK,9/27/2020,Bullish,9
246594385,$SPY $TSLA whole system gonna dump with this tax evasion news just wait until futures tomorrow morning ðŸ˜‚ðŸ˜‚ðŸ˜‚,9/27/2020,Bearish,4
246592077,$ZM  Doug Kass is short $ZM and $TSLA,9/27/2020,Bearish,2
246583586,"$TSLA Sales stats PR  this week, very bullish! ðŸ”¥ 

https://www.tesmanian.com/blogs/tesmanian-blog/tesla-model-3-is-the-best-selling-ev-in-europe-in-august",9/27/2020,Bullish,4
246583049,"$TSLA Under VW; 
Audi, Skoda, Bugatti, Bentley, Lamborghini, Ducati, Porsche, Scania, MAN, and Volkswagen 
 
VW Revenue 300 billion profit 16 billion 
 
Tesla Revenue 24 billion profit almost 0 plus regulatory credits. 
 
VW valued at 89 billion  
Tesla valued over 400 billion. 
 
 
VW says it will have 22 million EV&#39;s in 10 years. 
Tesla says they will have 11 million in 10 years 
 
How many auto plants does Tesla have 
 
Tesla has 4 planned factories. 
VW has approximately 30 factories. 
 
 How can Tesla possibly have a valuation five times more than the largest auto company in the world. This is preposterous IMO!",9/27/2020,Bearish,3
246582075,"$TSLA I see the board is filled up with bullish fanboys calling for $550. Makes me feel good about TSLA testing $350 again this week. Looking for a lower high around 415 and a lower low near 330. Break 330, maybe we peek at 300.",9/27/2020,Bearish,3
,,,,
246532505,"$BA no brainer to load up on Boeing now, big things happening this week
$TSLA $AMZN $AAPL",9/26/2020,Bullish,10
246531016,"$WKHS some swingers and penny flippers and fake bulls hare trying so hard to pump the announcement by next wed, they are pumping while preparing one hundred various plans to flee. Even so much dd but nothing is guaranteed except workhorse is a high speed growing company and seems everything is on the right direction, also the business model is logical. Seen many intelligent people was all in $TSLA in past few years and rewarded, highs and lows, margin calls, countless different opinions, but eventually they were rewarded. Workhorse is probably the same thing, and Cathy believes so.",9/26/2020,Bullish,12
246530102,$TSLA You know you are obsessed  with trading when you spend Saturday here to argue about Tesla stock with strangers.,9/26/2020,Bullish,13
246529227,$TSLA I start smelling fear coming out of bears. Monday is the day,9/26/2020,Bullish,9
246527312,"@LargeTrader same, and for that reason im selling $TSLA and going all in on $SPAQ Monday",9/26/2020,Bullish,8
246514792,"$TSLA When everyone goes bullish - you need to go bearish and vice - versa.
Bottomline- Do exactly opposite what others are doing. 
 This will go way below 400.",9/26/2020,Bearish,4
246493363,$SPY $AMZN $AAPL $TSLA $RUN the midterm election was held on 11/6/2018 and look what happened to the market. I will be short term bullish on stimulus and bearish as we approach election and remainder of  2020. Good luck to you all and happy trading my friends,9/26/2020,Bearish,3
246488359,$TSLA,9/26/2020,Bearish,1
246486710,$TSLA  Monday crash again for sure !!!,9/26/2020,Bearish,6
246462734,$TSLA or down?,9/26/2020,Bearish,1
,,,,
246450872,"$CEMI Yes DD is king. Forget the bottom feeders. Can yap all they want and no one cares or listens to them. 10% overnight gainer on CEMI today. 
In regards to what happened to $JE I doubt anyone really knows whatâ€™s gonna happen but be responsible for your own trades and donâ€™t point fingers. I donâ€™t see you pointing fingers when it went up 300-400% the other day so donâ€™t be whining like a bâ€”- when it falls 40%. Regardless I feel bad for anyone who was hurt on the way down and IF there is a r/s on Monday you still have time to get out when it hits scanners and robinhooders jump on so get ready for that. 
$NIO  still not sure why the event is  being compared to $TSLA  battery day. We know for the most part what theyâ€™re announcing and I doubt they will have significant surprises that will make a huge impact on the price so tread carefully there as well. And Iâ€™m not a NIO Bear I have a huge position here that I posted the other day.",9/25/2020,Bullish,17
246448091,"$TSLA  Elon Musk asked to deprecate ICE, laid out a plan to deprecate ICE (Internal Combustion Engine) and gave timeline too. And people do not understand how big a deal is this. Reality is that it is stupid and impractical to have a mechanical engine running on gas/diesel. Even if you want to use gas to produce energy, it is much better/safe to do it at a power plant. It is much easier to optimize at large scale and then small scale(ICE). Only issue is that it is hard to carry that much energy in a very compact way. So, Elon laid out a plan to solve that exact problem. And ICE generates a lot of heat and wear and tear for the vehicle. 
Why do you want to carry Fuel and Mini power plant (ICE)? When you can carry pure energy (Batteries)?",9/25/2020,Bullish,6
246447529,"Imagine telling people to sell $TSLA at $22 (pre split) in 2011. Well @jimcramer doesnâ€™t have to because he did. Guess what. Heâ€™s bullish 5000% later. What a pathetic joke. Hey $SPAQ investors, you just got the buy signal of a lifetime.

https://www.marketwatch.com/story/cnbcs-jim-cramer-a-longtime-tesla-critic-says-he-might-be-about-to-buy-a-model-x-because-his-wife-says-so-2019-11-25",9/25/2020,Bullish,26
246447317,"$SPAQ  Listen this stupid cramer says sell $tsla when they become a ipo around $20 .. what a stupid manipulated guy .. why ? Because he loves his oil own friends  
https://m.youtube.com/watch?feature=emb_title&amp;time_continue=77&amp;v=lbd8dWNLpHg",9/25/2020,Bullish,8
246446639,"$TSLA 

Happening Now , under production now in Fremont not next yr not in 3yrs like mainstream media misleading ! 

Expect big surprises after Elon sandbagged his presentation bigly! 

â€œFremont production lineâ€

ðŸ™ðŸ»ðŸ˜‰",9/25/2020,Bullish,6
246436141,$TSLA $NKLA Trevor Milton is the male version of Elizabeth Holmes . Theranos 2.0,9/25/2020,Bearish,5
246431900,$TSLA why isnâ€™t this bankrupt?,9/25/2020,Bearish,2
246424653,"$TSLA too much of H&amp;S on chart 
https://www.tradingview.com/x/jhpiPeZE/",9/25/2020,Bearish,1
246424461,"$TSLA I&#39;ll be bullish here if it goes above 420. So far still 290 in mind 
https://www.tradingview.com/x/wURNiB20/",9/25/2020,Bearish,1
246419596,"$TSLA Tesla bulls. Please comment!
When Tesla has the technology and competence to build a hybrid? The car of new normal.

&quot;Gasoline energy density is 47.5 MJ/kg and 34.6 MJ/liter; the gasoline in a fully fueled car has the same energy content as a thousand sticks of dynamite. A lithium-ion battery pack has about 0.3 MJ/kg and about 0.4 MJ/liter.&quot;",9/25/2020,Bearish,2
,,,,
246185018,$TSLA I&#39;m sensing a big gap up since this is the line by which it moves up higher anyway. Shorts are trapped now and they want to deny it,9/24/2020,Bullish,7
246184439,$TSLA Miss the old Tesla days of jumping $100 - $200 some days lol.,9/24/2020,Bullish,8
246183674,$TSLA just picked up 500 shares at 390 looking for 416 tomorrow,9/24/2020,Bullish,7
246183258,$TSLA Boom tomorrow!!!!,9/24/2020,Bullish,6
246183091,$TSLA chances this closes above $400 tmr ?,9/24/2020,Bullish,5
246178926,$TSLA I have a feeling tesla is selling off tomorrow,9/24/2020,Bearish,2
246178423,$TSLA i dont trust this Elon about anything now. This guy fooled us for half year about the greatest invention of all time battery and in end he says roll that electrode in vagina shape is big invention which will take another 2 years. Take this to 300. ðŸ¤®ðŸ¤®ðŸ¤®,9/24/2020,Bearish,2
246168813,$TSLA Failed to push through $400 again.,9/24/2020,Bearish,3
246167201,$TSLA too many good stocks blowing through their SMA50. $AAPL $MSFT $SPY $KO,9/24/2020,Bearish,4
246162496,"$TSLA WOW, this is unbelievable. Where all the Bears, when stock goes down Bearish all over this chat, when stock goes up not even single Bearish. Looks like Pumps and dumps ha. Good thing is i bought at 309 after the split dip, i bought today at 353. Going to hold many of my shares. I hate this stock and love this stock.",9/24/2020,Bearish,4
,,,,
193268110,$TSLA I had to exit today. I&#39;m still long on $TSLA Think this will fall this week and pick up at a slower rate past this mark over the next year. Bought in at 180. It&#39;s been a great ride. Now I get to enjoy my model s it paid for!,2/4/2020,Bullish,3
193267672,$TSLA Welp R.I.P Citron,2/4/2020,Bullish,3
193267275,"$TSLA LOVE that Morgan Stanley ðŸ» analyst on CNBC. He just proclaimed the DEATH of the ICE cars! He deserves all credit, well-thought analysis even if his price target is 360, he acknowledges that Elon is a pure genius and EVs are taking over Internal Combustion Engines! About time to ditch that old dirty 100-year tech!!! YES Tesla will pullback before the rise has been parabolic, but then, you BTFD and listen to Cathie Wood of ARK Invest!",2/4/2020,Bullish,2
193266863,"$TSLA its just like i hate bears so much , i hate them",2/4/2020,Bullish,2
193266570,"So green and so strong, the Coronavirus AND the bears deserve this, yes it is a real SLAP on the face 
$AAPL $TSLA $AMZN  $SPY $BTC.X",2/4/2020,Bullish,6
193266335,"$TSLA sold at 868, maybe will go up a bit more but Iâ€™m happy with my profits and itâ€™s to risky to continue",2/4/2020,Bearish,2
193266162,$TSLA i wish I could short 10K shares right now,2/4/2020,Bearish,1
193265607,$TSLA  so overvalued....bulls will get caught here very soon. Gonna feel bad for some of you,2/4/2020,Bearish,1
193265326,"$TSLA  
i shorted 500 tsla at $735    
my wife just told me that she saved $2 on orange juice and that we should go back and get some more since itâ€™s on sale right now...   
little does she know that i am down almost $85,000",2/4/2020,Bearish,8
193265216,$TSLA doesnâ€™t deserve 600% appreciation in 3 months.,2/4/2020,Bearish,3
,,,,
193156715,"$TSLA Holly cow those that were betting against the stock (Bears &amp; Short Sellers) lost $2.5Billion today alone. Thatâ€™s why playing the â€œTrendâ€ is extremely important folks 

Market Update: MW Latest loss by Tesla shorts: $2.5 billion on Monday aloneâ€

2/3/20, 4:15 PM",2/3/2020,Bullish,5
193156394,$NIO $BIMI $WWR $TSLA $IBIO over 6500 followers now and I canâ€™t thank everyone enough. Our class is doing well and students are learning how to find the best swing plays to grow their accounts. Letâ€™s see another push in these names.!! ðŸ’°ðŸš€ðŸ‘ðŸ’ª,2/3/2020,Bullish,13
193156224,$TSLA just fry the stupid bears all the way to 7000,2/3/2020,Bullish,7
193155807,"$TSLA at these levels I don&#39;t hold it long at all... buy a few calls and watch it... if it starts to move down - bam sell it fast. Pure unadulterated price chasing. Don&#39;t hold it over night...
I made $14k on this today doing just this... only using about $7k of capital.
I don&#39;t consider this very risky because I have already made $100k on Tesla over the past 1.5 months and now I just day trade it and watch every trade when I have some.

But my 3 favorite public people are:
1) our great President Donald Trump
2) Patrick Mahomes and his &quot;keep firing never say die&quot; mentality
3) Elon Musk - sorry I doubted you for so many years Elon... I am now a hard core believer and last week I put deposit on my new cyber truck ðŸ‘ðŸ¤“",2/3/2020,Bullish,6
193155704,$ROKU looking good ðŸ‘€. Canâ€™t wait to see what happens with the shorts in this one. Ahem $amzn $tsla,2/3/2020,Bullish,9
193147714,$TSLA if 800 is possible so is 600 tomorrow,2/3/2020,Bearish,3
193146809,"$TSLA man, when the chart looks like a penny stock pump n dump...................?????????????????????????.................",2/3/2020,Bearish,4
193145680,$TSLA Where is the revenue to justify this move,2/3/2020,Bearish,3
193145131,$TSLA target 170 to close that gap,2/3/2020,Bearish,2
193144731,"$TSLA when is the rug gonna get pulled? When it does, it will not be pretty. No position.",2/3/2020,Bearish,2
,,,,
230094246,$TSLA Congrats longs.,7/22/2020,Bullish,5
